latitude,longitude,elevation,speed_measured,timestamp,discipline_from_name,tf_id
46.499426,8.3034007,1356.389,27.6,20240127T120304900000,XC,11783
46.49943,8.3034097,1356.297,28.3,20240127T120305000000,XC,11783
46.4994322,8.3034187,1356.191,27.7,20240127T120305100000,XC,11783
46.4994354,8.3034283,1356.217,28.9,20240127T120305200000,XC,11783
46.4994386,8.3034383,1356.312,29.8,20240127T120305300000,XC,11783
46.4994411,8.3034482,1356.215,29.8,20240127T120305400000,XC,11783
46.4994442,8.3034584,1356.419,30.4,20240127T120305500000,XC,11783
46.4994474,8.303468,1356.383,30.0,20240127T120305600000,XC,11783
46.4994508,8.3034779,1356.473,30.4,20240127T120305700000,XC,11783
46.4994547,8.303487,1356.474,29.8,20240127T120305800000,XC,11783
46.4994582,8.3034964,1356.393,29.7,20240127T120305900000,XC,11783
46.4994621,8.3035062,1356.295,30.3,20240127T120306000000,XC,11783
46.499467,8.3035154,1356.451,30.5,20240127T120306100000,XC,11783
46.4994711,8.303524,1356.501,29.7,20240127T120306200000,XC,11783
46.4994756,8.303533,1356.707,30.0,20240127T120306300000,XC,11783
46.4994806,8.3035412,1356.847,29.3,20240127T120306400000,XC,11783
46.4994833,8.3035498,1356.757,28.6,20240127T120306500000,XC,11783
46.4994878,8.3035589,1356.795,29.6,20240127T120306600000,XC,11783
46.4994919,8.3035677,1356.777,29.5,20240127T120306700000,XC,11783
46.4994966,8.3035774,1356.903,31.2,20240127T120306800000,XC,11783
46.4994998,8.3035866,1356.947,30.4,20240127T120306900000,XC,11783
46.4995034,8.3035964,1356.996,30.9,20240127T120307000000,XC,11783
46.4995071,8.3036059,1357.006,30.8,20240127T120307100000,XC,11783
46.499511,8.3036159,1356.924,31.5,20240127T120307200000,XC,11783
46.4995147,8.3036252,1356.712,30.9,20240127T120307300000,XC,11783
46.4995203,8.3036337,1356.75,30.8,20240127T120307400000,XC,11783
46.4995248,8.3036424,1356.693,30.5,20240127T120307500000,XC,11783
46.499531,8.3036501,1356.926,30.3,20240127T120307600000,XC,11783
46.4995357,8.3036578,1357.014,29.5,20240127T120307700000,XC,11783
46.4995409,8.3036653,1357.155,29.2,20240127T120307800000,XC,11783
46.4995452,8.3036723,1357.327,28.1,20240127T120307900000,XC,11783
46.4995497,8.3036798,1357.329,28.0,20240127T120308000000,XC,11783
